Study Name	V_single_crystal
Sample Name	0dpa
Run Name	85degreesSpot3
Operator	Angus Wylie
Date	8/5/2019
Time	14:30
Sign	FIX
Grating Spacing	06.40um
Channel	3
Number Traces	10000
Files in Batch	1
Batch Number	1
dt	50.000001E-12
time stamp (ms)	14:32:21
	
Time	Amplitude
2.965000E-8	2.311797E-2
2.970000E-8	2.211247E-2
2.975000E-8	2.110012E-2
2.980000E-8	2.008091E-2
2.985000E-8	1.909083E-2
2.990000E-8	1.817269E-2
2.995000E-8	1.732649E-2
3.000000E-8	1.656423E-2
3.005000E-8	1.591844E-2
3.010000E-8	1.536345E-2
3.015000E-8	1.487697E-2
3.020000E-8	1.448471E-2
3.025000E-8	1.419008E-2
3.030000E-8	1.395712E-2
3.035000E-8	1.378240E-2
3.040000E-8	1.369675E-2
3.045000E-8	1.369846E-2
3.050000E-8	1.376869E-2
3.055000E-8	1.389888E-2
3.060000E-8	1.410957E-2
3.065000E-8	1.442475E-2
3.070000E-8	1.485984E-2
3.075000E-8	1.539086E-2
3.080000E-8	1.600238E-2
3.085000E-8	1.670983E-2
3.090000E-8	1.750121E-2
3.095000E-8	1.834056E-2
3.100000E-8	1.921759E-2
3.105000E-8	2.011517E-2
3.110000E-8	2.097165E-2
3.115000E-8	2.175960E-2
3.120000E-8	2.249275E-2
3.125000E-8	2.315395E-2
3.130000E-8	2.372607E-2
3.135000E-8	2.422454E-2
3.140000E-8	2.465278E-2
3.145000E-8	2.501078E-2
3.150000E-8	2.531398E-2
3.155000E-8	2.555550E-2
3.160000E-8	2.571995E-2
3.165000E-8	2.581073E-2
3.170000E-8	2.583643E-2
3.175000E-8	2.576962E-2
3.180000E-8	2.558291E-2
3.185000E-8	2.528314E-2
3.190000E-8	2.489088E-2
3.195000E-8	2.438213E-2
3.200000E-8	2.375690E-2
3.205000E-8	2.303918E-2
3.210000E-8	2.223923E-2
3.215000E-8	2.138618E-2
3.220000E-8	2.052114E-2
3.225000E-8	1.965953E-2
3.230000E-8	1.879620E-2
3.235000E-8	1.795857E-2
3.240000E-8	1.716376E-2
3.245000E-8	1.640492E-2
3.250000E-8	1.569747E-2
3.255000E-8	1.505683E-2
3.260000E-8	1.449156E-2
3.265000E-8	1.399823E-2
3.270000E-8	1.356999E-2
3.275000E-8	1.319314E-2
3.280000E-8	1.287967E-2
